Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2021-2022,Artem Zub,OTT,D,81,1462.116667,6,15,6,9,21,41.18,83,7.23,3.5,176,117,42,8,0,11,58,28,28,0,0,5,51,10,141,120,99,0,0,-
2021-2022,Alex Goligoski,MIN,D,72,1113.9,2,18,7,11,20,24.69,68,2.94,2.51,151,93,46,3,2,9,28,14,14,0,0,6,28,4,51,68,69,0,0,-
2021-2022,Jeff Petry,MTL,D,68,1155.116667,6,14,6,8,20,38.46,96,6.25,3.71,200,122,48,7,6,17,28,14,14,0,0,7,93,11,123,96,86,0,0,-
2021-2022,Pat Maroon,T.B,L,81,889.35,8,12,6,6,20,54.05,89,8.99,9.7,137,120,95,57,6,10,132,35,21,10,4,23,12,16,154,115,6,12,12,50
2021-2022,P.K. Subban,N.J,D,77,1252.616667,5,15,7,8,20,34.48,107,4.67,4.28,239,155,62,6,3,10,64,21,17,2,2,10,44,21,63,69,52,0,0,-
2021-2022,Erik Karlsson,S.J,D,50,890.6666667,7,13,6,7,20,50,88,7.95,4.58,188,128,61,8,8,6,14,7,7,0,0,11,52,45,15,63,10,0,0,-
2021-2022,Tyler Ennis,OTT,"C, R",57,608.65,7,13,10,3,20,86.96,75,9.33,6.06,131,102,80,33,3,9,12,6,6,0,0,11,15,16,65,58,23,17,8,68
2021-2022,Dmitry Kulikov,MIN,D,80,1239.766667,5,15,9,6,20,31.25,62,8.06,3.86,151,99,43,8,4,12,37,17,16,1,0,14,29,16,97,122,78,0,0,-
2021-2022,Mattias Ekholm,NSH,D,76,1311.616667,5,15,6,9,20,30.77,114,4.39,5.38,249,166,76,17,1,15,36,18,18,0,0,9,45,24,65,91,53,0,0,-
2021-2022,Calle Jarnkrok,"CGY, SEA",C,66,797.3,8,12,3,9,20,62.5,78,10.26,6.73,134,111,74,26,2,8,4,2,2,0,0,9,10,23,34,65,13,163,147,52.58
2021-2022,Tyler Toffoli,"CGY, MTL","C, R",74,887.9166667,6,14,9,5,20,68.97,132,4.55,10.53,229,177,116,49,8,9,6,3,3,0,0,11,28,21,76,43,18,11,8,57.89
2021-2022,Ryan Nugent-Hopkins,EDM,C,63,820.7,6,14,9,5,20,52.63,88,6.82,7.98,138,107,85,34,4,10,10,5,5,0,0,6,26,30,40,54,26,147,189,43.75
2021-2022,Jake McCabe,CHI,D,75,1278.6,3,17,7,10,20,41.67,74,4.05,3.25,172,104,54,7,2,9,29,13,12,1,0,12,49,15,140,137,116,0,0,-
2021-2022,Brock McGinn,PIT,L,64,809.35,10,10,7,3,20,76.92,88,11.36,8.16,141,114,92,42,7,9,14,7,7,0,0,8,17,16,90,82,31,14,22,38.89
2021-2022,Dominik Kubalik,CHI,L,78,972.35,10,10,1,9,20,64.52,120,8.33,12.07,210,163,115,51,8,10,16,7,7,0,0,11,23,18,89,46,28,7,12,36.84
2021-2022,Mattias Janmark,VGK,C,67,828.0166667,6,14,6,8,20,62.5,78,7.69,8.98,131,109,87,42,1,15,19,8,7,1,0,9,17,24,17,83,20,9,14,39.13
2021-2022,William Carrier,VGK,L,63,707.25,9,11,5,6,20,57.14,118,7.63,13.9,191,159,140,87,6,21,34,13,12,0,1,10,12,24,156,118,21,4,4,50
2021-2022,Darnell Nurse,EDM,D,71,1397.55,6,14,7,7,20,33.9,162,3.7,7.36,347,238,94,13,6,14,48,24,24,0,0,8,55,27,171,56,84,0,0,-
2021-2022,Robby Fabbri,DET,C,56,761.2333333,10,10,7,3,20,68.97,93,10.75,9.9,159,128,97,46,2,8,25,11,10,1,0,14,19,12,78,55,15,41,36,53.25
2021-2022,Jordan Greenway,MIN,L,62,753.4166667,6,14,5,9,20,46.51,99,6.06,8.6,147,127,87,45,5,11,67,28,25,3,0,18,13,13,145,76,17,14,23,37.84
2021-2022,Brock Boeser,VAN,R,71,1025.3,9,11,4,7,20,57.14,130,6.92,11.87,271,193,144,42,5,12,18,9,9,0,0,10,19,28,34,27,25,25,22,53.19
2021-2022,Yakov Trenin,NSH,C,80,1000.616667,13,7,3,4,20,60.61,123,10.57,12.78,219,173,131,59,7,9,46,17,13,4,0,17,21,23,185,81,24,12,22,35.29
2021-2022,Luke Kunin,NSH,C,82,952.15,13,7,5,2,20,58.82,108,12.04,11.44,178,151,116,46,4,14,97,30,21,7,2,17,14,19,220,98,40,34,42,44.74
2021-2022,Samuel Girard,COL,D,67,1227.483333,4,16,7,9,20,32.79,70,5.71,2.64,169,104,38,5,1,4,16,8,8,0,0,9,22,16,59,77,75,0,0,-
2021-2022,Timothy Liljegren,TOR,D,61,892.7333333,4,16,5,11,20,35.09,72,5.56,3.51,152,102,42,9,5,10,10,5,5,0,0,5,36,19,75,144,52,0,0,-
2021-2022,Filip Chytil,NYR,C,67,788.55,8,12,7,5,20,68.97,121,6.61,11.92,201,165,131,62,9,13,14,7,7,0,0,8,26,20,22,71,23,113,160,41.39
2021-2022,Brian Boyle,PIT,C,66,572.5833333,10,9,4,5,19,82.61,80,12.5,6.96,115,102,67,36,2,7,25,7,4,3,0,8,6,10,92,48,20,138,152,47.59
2021-2022,Patric Hornqvist,FLA,R,65,667.3,8,11,4,7,19,63.33,136,5.88,12.57,196,168,115,60,8,20,17,7,6,1,0,12,13,21,106,102,22,7,13,35
2021-2022,Erik Johnson,COL,D,77,1059.033333,6,13,6,7,19,33.33,121,4.96,4.6,235,156,64,10,3,11,22,11,11,0,0,5,24,27,128,74,74,0,0,-
2021-2022,Kevin Shattenkirk,ANA,D,82,1356.466667,6,13,9,4,19,36.54,115,5.22,5.38,219,155,67,15,4,8,34,17,17,0,0,3,44,29,70,93,98,0,0,-
2021-2022,Alex Pietrangelo,VGK,D,80,1483.8,7,12,6,6,19,28.79,157,4.46,6.79,323,218,84,10,3,16,34,12,11,0,1,7,41,64,60,181,109,0,0,-
2021-2022,Derek Stepan,CAR,C,58,561.2833333,9,10,6,4,19,76,90,10,9.52,136,116,84,40,4,16,14,7,7,0,0,3,11,17,28,50,23,203,170,54.42
2021-2022,Nick Jensen,WSH,D,76,1247.716667,5,14,7,7,19,29.23,84,5.95,3.99,199,136,53,10,0,4,21,9,8,1,0,19,35,21,111,189,62,0,0,-
2021-2022,Nic Dowd,WSH,C,64,757.1166667,9,10,8,2,19,65.52,79,11.39,7.51,120,99,80,30,1,9,36,18,18,0,0,14,11,21,133,113,36,408,337,54.77
2021-2022,Justin Holl,TOR,D,69,1166.366667,2,17,5,12,19,33.33,60,3.33,3.41,124,86,46,11,1,5,41,19,18,1,0,6,47,14,117,197,67,0,0,-
2021-2022,Jon Merrill,MIN,D,69,1020.4,4,15,6,9,19,33.33,57,7.02,2.26,115,81,29,2,4,4,22,11,11,0,0,3,17,6,44,135,70,0,0,-
2021-2022,Cam Fowler,ANA,D,76,1379.8,2,17,6,11,19,31.15,83,2.41,4.08,198,112,65,10,2,12,10,5,5,0,0,3,38,21,34,81,69,0,0,-
2021-2022,Dougie Hamilton,N.J,D,62,1049.333333,6,13,5,8,19,32.76,155,3.87,7.93,297,221,104,26,18,15,20,10,10,0,0,5,43,17,79,45,54,0,0,-
2021-2022,Alex Galchenyuk,ARI,C,60,725.7666667,5,14,7,7,19,63.33,75,6.67,7.41,127,106,82,43,4,11,28,14,14,0,0,4,25,18,67,61,19,202,187,51.93
2021-2022,Oskar Sundqvist,"DET, STL",C,59,667.3,7,12,9,3,19,55.88,61,11.48,6.16,105,79,65,22,3,8,29,9,7,1,1,10,23,10,66,57,20,72,82,46.75
2021-2022,Colton Sissons,NSH,C,79,970.8,5,14,5,9,19,59.38,71,7.04,7.91,135,110,79,41,4,8,28,14,14,0,0,4,21,15,180,76,20,518,389,57.11
2021-2022,Nick Ritchie,"ARI, TOR",L,57,634.5833333,11,8,3,5,19,76,78,14.1,8.66,135,110,89,50,0,9,41,18,17,1,0,4,17,8,149,64,20,0,3,0
2021-2022,Evgeny Svechnikov,WPG,L,72,763.9666667,7,12,5,7,19,73.08,78,8.97,7.53,123,99,83,44,4,9,38,15,14,0,1,8,27,24,102,68,19,3,4,42.86
2021-2022,Ivan Provorov,PHI,D,79,1478.283333,7,12,3,9,19,33.33,132,5.3,5.48,235,168,71,13,2,15,32,16,16,0,0,8,68,13,66,131,118,0,0,-
2021-2022,John Marino,PIT,D,81,1338.366667,1,18,7,11,19,39.58,75,1.33,3.93,164,110,47,11,2,7,23,10,9,1,0,15,25,30,58,143,65,0,0,-
2021-2022,Rudolfs Balcers,S.J,L,61,803.3,10,9,5,4,19,61.29,84,11.9,8.27,141,118,90,45,11,6,20,9,9,0,0,7,28,31,110,72,10,6,10,37.5
2021-2022,David Kampf,TOR,C,82,1007,8,11,6,5,19,50,91,8.79,9.11,153,121,98,43,5,11,18,9,9,0,0,11,21,22,75,104,18,460,380,54.76
2021-2022,Logan O'Connor,COL,R,81,925.2,7,12,8,4,19,57.58,107,6.54,9.34,174,132,113,53,6,22,36,15,13,2,0,24,15,27,97,126,39,1,9,10
2021-2022,Blake Lizotte,L.A,C,70,745.85,8,11,7,4,19,59.38,81,9.88,8.06,126,108,74,40,9,12,24,12,12,0,0,16,9,28,71,134,6,267,257,50.95
2021-2022,Ilya Mikheyev,TOR,R,53,645.9166667,11,8,6,2,19,59.38,114,9.65,9.98,161,137,110,59,3,13,14,6,6,0,0,8,21,18,45,59,14,0,0,-
2021-2022,Ryan Suter,DAL,D,82,1546.016667,3,15,4,11,18,30.51,87,3.45,3.62,206,141,61,10,3,15,28,14,14,0,0,5,38,15,39,59,67,0,0,-
2021-2022,Mark Giordano,"SEA, TOR",D,75,1176.466667,3,15,8,7,18,35.29,98,3.06,3.5,239,153,55,2,5,14,49,19,17,1,1,10,41,13,69,145,101,0,0,-
2021-2022,Evgeni Malkin,PIT,C,41,555.8666667,10,8,3,5,18,78.26,71,14.08,6.86,106,86,70,32,2,8,20,9,9,0,0,10,39,34,18,42,14,155,201,43.54
2021-2022,Ian Cole,CAR,D,75,1071.783333,2,16,6,10,18,40,75,2.67,2.67,178,119,18,1,0,10,81,32,28,3,1,6,39,24,101,105,68,0,0,-
2021-2022,Mike Hoffman,MTL,C,67,894.6333333,10,8,5,3,18,58.06,93,10.75,7.32,167,129,73,27,4,13,30,15,15,0,0,9,38,28,26,39,24,8,5,61.54
2021-2022,Marcus Johansson,"SEA, WSH",L,69,881.8666667,6,12,8,4,18,54.55,79,7.59,7.92,131,102,84,41,6,12,4,2,2,0,0,8,17,24,29,63,23,20,29,40.82
2021-2022,Oliver Ekman-Larsson,VAN,D,79,1387.716667,2,16,9,7,18,32.73,129,1.55,5.01,277,183,66,8,3,20,38,19,19,0,0,20,39,20,96,111,59,0,0,-
2021-2022,Ben Chiarot,"FLA, MTL",D,74,1334.05,6,12,8,4,18,36,115,5.22,4.56,224,144,70,13,6,18,42,21,21,0,0,4,53,16,133,98,96,0,0,-
2021-2022,Joonas Donskoi,SEA,R,75,845.6,2,16,4,12,18,64.29,67,2.99,7.72,121,96,90,40,4,3,12,6,6,0,0,10,16,15,34,106,18,5,5,50
2021-2022,Matt Grzelcyk,BOS,D,73,1176.75,3,15,6,9,18,28.57,103,2.91,3.47,181,129,44,7,3,3,20,10,10,0,0,2,38,17,34,66,70,0,0,-
2021-2022,Brett Kulak,"EDM, MTL",D,74,1185.716667,5,13,5,8,18,35.29,87,5.75,3.03,174,114,42,9,4,15,43,20,19,1,0,12,47,16,94,107,54,0,0,-
2021-2022,Nate Schmidt,WPG,D,77,1306.916667,2,16,9,7,18,38.3,87,2.3,3.94,210,136,46,5,2,8,10,5,5,0,0,9,54,27,36,71,78,0,0,-
2021-2022,J.T. Compher,COL,L,70,843.2166667,11,7,4,3,18,51.43,80,13.75,9.18,157,110,92,41,6,13,21,9,8,1,0,10,16,21,27,63,33,238,220,51.97
2021-2022,Josh Morrissey,WPG,D,79,1478.816667,5,13,9,4,18,30,120,4.17,7.62,254,181,84,16,6,14,42,20,20,0,0,18,51,23,139,75,76,0,0,-
2021-2022,Marcus Pettersson,PIT,D,72,1064.666667,2,16,11,5,18,42.86,80,2.5,3.62,183,132,39,6,3,9,38,19,19,0,0,10,13,17,119,186,58,0,0,-
2021-2022,Michael Amadio,"TOR, VGK",C,56,663.4166667,11,7,4,3,18,64.29,64,17.19,6.76,107,83,65,34,6,6,13,5,4,1,0,10,11,24,40,74,13,30,42,41.67
2021-2022,Ondrej Kase,TOR,R,50,571.6166667,9,9,4,5,18,85.71,99,9.09,8.33,172,130,95,38,14,4,12,6,6,0,0,7,15,23,24,58,20,2,3,40
2021-2022,Alexandre Carrier,NSH,D,77,1235.366667,1,17,7,10,18,32.73,76,1.32,3.77,156,110,46,13,3,11,44,22,22,0,0,12,32,23,83,193,72,0,0,-
2021-2022,Rasmus Asplund,BUF,C,80,974.4333333,2,16,12,4,18,52.94,107,1.87,9.27,162,146,91,47,7,14,6,3,3,0,0,3,21,14,28,74,13,23,24,48.94
2021-2022,Trent Frederic,BOS,C,60,651.9333333,8,10,9,1,18,69.23,96,8.33,8.9,149,120,95,43,10,14,55,20,15,5,0,12,11,21,116,78,19,35,53,39.77
2021-2022,Noah Gregor,S.J,C,63,810.6166667,8,10,5,5,18,72,137,5.84,10.83,236,188,124,45,9,15,23,10,9,1,0,10,10,26,115,78,10,10,21,32.26
2021-2022,Jake Bean,CBJ,D,67,1178.733333,5,13,4,9,18,34.62,77,6.49,4.05,187,117,54,8,2,13,24,12,12,0,0,3,19,17,37,66,56,0,0,-
2021-2022,Morgan Geekie,SEA,C,73,791.25,7,11,6,5,18,69.23,76,9.21,7.3,150,111,92,36,7,6,16,8,8,0,0,13,21,25,49,104,15,323,286,53.04
2021-2022,Neal Pionk,WPG,D,77,1313.733333,1,17,9,8,18,31.03,103,0.97,5.19,211,154,54,11,6,10,38,19,19,0,0,16,55,23,154,116,67,0,0,-
2021-2022,Jan Rutta,T.B,D,76,1121.516667,3,15,5,10,18,28.57,83,3.61,3.33,193,125,42,8,5,12,47,21,20,1,0,10,17,5,91,132,31,0,0,-
2021-2022,Zach Whitecloud,VGK,D,59,983.25,7,11,8,3,18,32.73,89,7.87,4.05,182,129,46,8,0,12,20,10,10,0,0,3,26,12,93,160,76,0,0,-
2021-2022,Kirby Dach,CHI,C,70,986.2166667,7,11,7,4,18,48.65,88,7.95,8.35,154,121,94,43,5,6,39,18,17,1,0,13,13,34,46,132,38,160,329,32.72
2021-2022,Duncan Keith,EDM,D,64,1065.133333,1,16,9,7,17,32.69,70,1.43,3.05,160,101,30,3,5,7,22,11,11,0,0,2,57,28,17,59,91,0,0,-
2021-2022,Loui Eriksson,ARI,L,73,819.6666667,2,15,8,7,17,62.96,71,2.82,6.8,109,92,69,37,2,12,6,3,3,0,0,4,23,17,13,56,14,18,14,56.25
2021-2022,Milan Lucic,CGY,L,82,898.1833333,8,9,5,4,17,65.38,85,9.41,8.52,151,120,90,31,3,8,77,20,11,7,2,12,41,18,203,79,20,16,12,57.14
2021-2022,Nick Bonino,S.J,C,80,1004.666667,11,6,4,2,17,58.62,101,10.89,10.24,157,134,99,55,4,13,18,9,9,0,0,6,12,38,34,55,21,392,364,51.85
2021-2022,Justin Braun,"NYR, PHI",D,69,1162.45,6,11,4,7,17,42.5,70,8.57,2.21,152,100,31,3,4,11,32,16,16,0,0,8,26,13,83,91,91,0,0,-
2021-2022,Justin Schultz,WSH,D,74,1102.483333,2,15,9,6,17,39.53,76,2.63,4.32,175,113,67,11,2,10,6,3,3,0,0,2,22,10,38,94,74,0,0,-
2021-2022,Tyson Barrie,EDM,D,73,1100.183333,4,13,8,5,17,31.48,110,3.64,3.91,220,145,41,4,3,12,18,9,9,0,0,5,37,11,27,91,63,0,0,-
2021-2022,Brenden Dillon,WPG,D,79,1301.583333,2,15,5,10,17,30.36,76,2.63,2.89,191,120,43,2,2,11,65,25,20,5,0,13,37,13,193,79,81,0,0,-
2021-2022,Johan Larsson,"ARI, WSH",L,43,559.8833333,4,13,4,9,17,65.38,38,10.53,3.8,72,56,46,17,4,4,21,9,8,1,0,6,12,12,63,65,14,153,175,46.65
2021-2022,Erik Gudbranson,CGY,D,78,1161.683333,6,11,5,6,17,34,120,5,3.84,255,170,38,4,5,12,55,20,15,5,0,11,32,17,134,160,49,0,0,-
2021-2022,Sam Carrick,ANA,C,64,656.6166667,9,8,2,6,17,85,73,12.33,6.86,129,105,69,38,6,3,76,23,13,10,0,19,13,12,117,71,16,172,180,48.86
2021-2022,Nick Cousins,NSH,C,68,717.4333333,5,12,6,6,17,70.83,87,5.75,7.41,144,121,84,34,4,6,29,10,7,3,0,25,20,15,63,110,25,18,20,47.37
2021-2022,Victor Rask,"MIN, SEA",C,47,521.3,7,10,5,5,17,68,49,14.29,4.27,83,68,53,16,3,6,2,1,1,0,0,1,13,13,15,30,4,87,84,50.88
2021-2022,Matt Nieto,S.J,L,70,853.4166667,6,11,8,3,17,68,70,8.57,6.29,107,94,67,32,1,5,19,8,7,1,0,14,16,18,92,97,10,2,9,18.18
2021-2022,Hampus Lindholm,"ANA, BOS",D,71,1287.316667,4,13,6,7,17,30.36,115,3.48,5.36,222,162,63,15,5,8,38,18,18,0,0,13,40,31,53,103,66,0,0,-
2021-2022,Matt Dumba,MIN,D,57,1014.75,5,12,7,5,17,41.46,88,5.68,4,182,111,46,11,2,13,45,21,20,1,0,9,20,13,92,53,59,0,0,-
2021-2022,Pierre-Edouard Bellemare,T.B,L,80,866.5666667,8,9,4,5,17,47.22,64,12.5,6.96,118,94,79,31,3,7,17,7,6,1,0,8,14,20,80,107,13,358,310,53.59
2021-2022,Daniel Sprong,"SEA, WSH",R,63,726.8166667,12,5,3,2,17,56.67,134,8.96,12.11,238,195,143,49,10,14,8,4,4,0,0,7,22,20,40,53,12,0,2,0
2021-2022,Ryan Lomberg,FLA,L,55,554.1833333,9,8,3,5,17,65.38,84,10.71,7.56,149,113,90,36,5,10,92,24,16,4,4,26,9,14,116,67,4,1,5,16.67
2021-2022,Sam Steel,ANA,C,68,763.0166667,6,11,5,6,17,68,62,9.68,6,111,81,71,33,5,8,16,8,8,0,0,12,20,16,37,69,25,187,193,49.21
2021-2022,Tyson Jost,"COL, MIN",C,80,831.5166667,6,11,7,4,17,60.71,90,6.67,8.04,148,111,88,37,4,11,28,13,13,0,0,26,7,32,54,143,28,127,184,40.84
2021-2022,Taylor Raddysh,"CHI, T.B",R,74,758.6333333,7,10,8,2,17,51.52,86,8.14,10.68,132,115,92,55,4,9,10,4,4,0,0,8,14,22,98,59,13,1,7,12.5
2021-2022,Michael McLeod,N.J,C,77,831.9,5,12,6,6,17,58.62,69,7.25,5.87,115,96,70,22,6,6,50,19,15,4,0,14,25,31,135,92,16,485,352,57.95
2021-2022,Owen Tippett,"FLA, PHI",R,63,724.0333333,8,9,6,3,17,53.13,103,7.77,9.78,176,135,101,42,5,12,10,5,5,0,0,10,22,34,97,82,14,17,30,36.17
2021-2022,K'Andre Miller,NYR,D,82,1467.4,4,13,7,6,17,27.87,85,4.71,3.49,193,117,50,7,2,9,24,12,12,0,0,6,32,51,135,92,78,0,0,-
2021-2022,Barrett Hayton,ARI,C,60,753.35,7,10,6,4,17,56.67,63,11.11,6.24,117,88,77,39,1,7,18,9,9,0,0,17,15,15,78,106,23,299,326,47.84
2021-2022,Arthur Kaliyev,L.A,R,80,838.3333333,8,9,7,2,17,50,149,5.37,11.83,234,197,121,53,9,20,35,12,10,1,1,6,20,18,27,102,5,0,0,-
2021-2022,Connor McMichael,WSH,C,68,696.5,8,9,7,2,17,65.38,104,7.69,11.51,160,134,113,60,6,19,10,5,5,0,0,5,10,15,45,36,20,144,191,42.99
2021-2022,Drew Doughty,L.A,D,39,750.95,2,14,7,7,16,45.71,62,3.23,2.33,122,84,38,2,2,6,26,13,13,0,0,6,20,5,55,73,6,0,0,-
2021-2022,Brian Dumoulin,PIT,D,76,1405.683333,3,13,4,9,16,23.88,80,3.75,4.03,171,124,39,9,0,9,18,9,9,0,0,7,39,28,77,170,109,0,0,-
2021-2022,Jonas Brodin,MIN,D,73,1278.866667,3,13,4,9,16,29.09,101,2.97,3.36,184,126,53,7,3,10,16,8,8,0,0,4,20,16,32,101,84,0,0,-
2021-2022,Adam Erne,DET,L,79,952.2333333,5,11,7,4,16,59.26,101,4.95,8.36,168,131,102,44,1,11,34,14,12,2,0,15,19,22,160,69,35,31,27,53.45
2021-2022,Zach Sanford,"OTT, WPG",L,80,979.5333333,7,9,4,5,16,55.17,89,7.87,10.24,181,143,116,57,6,10,41,15,12,3,0,18,17,32,166,104,57,5,12,29.41
2021-2022,Mason Appleton,"SEA, WPG",C,68,903.2833333,6,10,6,4,16,50,92,6.52,9.34,160,129,85,46,1,10,16,8,8,0,0,11,12,15,58,104,15,7,15,31.82
2021-2022,Eeli Tolvanen,NSH,R,75,832.4666667,10,6,4,2,16,53.33,115,8.7,9.11,203,157,106,36,9,12,16,8,8,0,0,10,18,15,172,62,39,0,1,0
2021-2022,Jacob Peterson,DAL,C,65,654,12,4,3,1,16,69.57,79,15.19,8.45,134,106,98,44,1,7,12,6,6,0,0,11,14,13,22,50,23,59,54,52.21
2021-2022,Oliver Wahlstrom,NYI,R,73,749.3333333,8,8,6,2,16,55.17,110,7.27,10.82,195,154,123,39,8,17,68,23,19,2,2,19,18,18,100,68,19,5,8,38.46
2021-2022,Ryan McLeod,EDM,C,71,745,7,9,6,3,16,64,69,10.14,6.75,118,91,74,32,4,8,12,6,6,0,0,8,37,32,28,83,21,205,226,47.56
2021-2022,Adam Boqvist,CBJ,D,52,748.0166667,8,8,3,5,16,40,51,15.69,4.02,103,72,45,10,2,5,12,6,6,0,0,6,25,9,24,46,41,0,0,-
2021-2022,Ty Smith,N.J,D,66,1019.533333,5,11,3,8,16,40,72,6.94,3.29,160,99,45,6,4,9,22,11,11,0,0,9,36,11,44,72,32,0,0,-
2021-2022,Alexander Edler,L.A,D,41,642.5666667,3,12,7,5,15,48.39,49,6.12,1.98,111,75,31,8,4,11,32,16,16,0,0,5,13,7,53,71,14,0,0,-
2021-2022,Wayne Simmonds,TOR,R,72,647.95,5,10,4,6,15,65.22,77,6.49,8.83,129,101,95,54,5,3,94,22,12,6,4,22,18,15,148,70,11,2,3,40
2021-2022,Tyler Myers,VAN,D,82,1501.333333,1,14,8,6,15,23.81,117,0.85,5.65,237,160,85,14,3,9,64,24,21,2,1,13,47,24,126,125,115,0,0,-
2021-2022,Jakob Silfverberg,ANA,R,53,651.6333333,4,11,6,5,15,65.22,87,4.6,6.59,137,115,65,31,8,11,22,11,11,0,0,7,10,25,14,51,26,1,8,11.11
2021-2022,Colin Blackwell,"SEA, TOR",C,58,601.9333333,8,7,3,4,15,75,62,12.9,5.31,110,81,58,27,4,4,4,2,2,0,0,8,13,17,91,67,19,62,63,49.6
2021-2022,Josh Manson,"ANA, COL",D,67,1093.783333,6,9,4,5,15,39.47,87,6.9,4.07,161,114,54,14,4,7,56,25,23,2,0,11,37,34,156,93,52,0,0,-
2021-2022,Brad Hunt,VAN,D,50,700.2833333,3,12,6,6,15,50,59,5.08,1.92,114,80,26,1,0,9,12,6,6,0,0,3,19,10,22,72,43,0,0,-
2021-2022,Esa Lindell,DAL,D,76,1358.683333,3,12,9,3,15,30,112,2.68,3.03,179,130,49,7,3,10,12,6,6,0,0,6,46,16,103,102,106,0,0,-
2021-2022,Jordan Martinook,CAR,L,59,623.4166667,6,9,6,3,15,62.5,72,8.33,7.58,146,116,87,44,8,6,18,9,9,0,0,6,14,10,83,103,11,21,27,43.75
2021-2022,Carson Soucy,SEA,D,64,947.1166667,9,6,3,3,15,38.46,82,10.98,3.92,146,102,50,9,4,9,41,19,18,1,0,5,24,19,111,91,50,0,0,-
2021-2022,Curtis Lazar,BOS,C,70,708.9,8,7,3,4,15,68.18,86,9.3,9.37,136,114,99,45,7,8,16,8,8,0,0,10,7,12,178,124,28,117,113,50.87
2021-2022,Trevor van Riemsdyk,WSH,D,72,1033.033333,1,14,5,9,15,35.71,73,1.37,3.5,144,100,45,8,1,8,40,13,10,2,1,18,18,23,22,95,87,0,0,-
2021-2022,Tomas Nosek,BOS,L,75,829.9666667,3,12,7,5,15,57.69,81,3.7,8.97,151,123,98,47,9,8,30,15,15,0,0,10,18,18,83,88,22,300,245,55.05
2021-2022,Juho Lammikko,VAN,L,75,794.5666667,7,8,6,2,15,57.69,64,10.94,7.12,113,87,67,36,7,8,14,7,7,0,0,10,8,14,90,36,39,320,290,52.46
2021-2022,Jack Eichel,VGK,C,34,515.1333333,10,5,4,1,15,65.22,99,10.1,7.04,140,117,83,28,2,6,10,5,5,0,0,7,22,23,43,52,29,143,163,46.73
2021-2022,Matt Roy,L.A,D,67,1145.783333,2,13,10,3,15,31.25,127,1.57,5.46,236,173,56,9,5,21,26,12,12,0,0,7,37,6,102,127,31,0,0,-
2021-2022,Jakob Chychrun,ARI,D,47,854.8833333,5,10,5,5,15,51.72,105,4.76,4.3,230,167,60,5,4,7,38,15,14,0,1,5,31,14,45,75,51,0,0,-
2021-2022,Kieffer Bellows,NYI,L,45,509.5666667,6,9,5,4,15,68.18,75,8,6.39,135,101,91,24,4,10,19,8,7,1,0,5,26,6,103,62,14,0,1,0
2021-2022,Janne Kuokkanen,N.J,"C, L",57,685.3166667,4,11,4,7,15,55.56,59,6.78,5.75,102,83,67,25,5,7,8,4,4,0,0,7,10,24,33,61,12,2,11,15.38
2021-2022,Brandon Duhaime,MIN,R,80,748.0833333,5,10,5,5,15,57.69,87,5.75,7.53,153,114,81,39,7,5,120,34,20,12,2,21,12,16,198,88,13,8,16,33.33
2021-2022,Philipp Kurashev,CHI,C,67,751.2833333,3,12,8,4,15,71.43,76,3.95,6.5,125,92,72,28,3,7,10,5,5,0,0,15,11,20,30,75,27,48,58,45.28
2021-2022,Joe Veleno,DET,C,66,803.0666667,8,7,4,3,15,65.22,67,11.94,6.28,116,88,70,31,1,10,22,10,10,0,0,7,12,19,123,71,18,211,217,49.3
2021-2022,Nils Hoglander,VAN,L,60,712.9166667,9,6,2,4,15,62.5,111,8.11,10.73,164,139,117,54,6,12,24,12,12,0,0,11,21,24,41,88,15,0,1,0
2021-2022,Kaapo Kakko,NYR,R,43,569.9166667,6,9,4,5,15,65.22,49,12.24,5.47,91,71,57,28,5,10,6,3,3,0,0,3,13,11,8,42,11,1,5,16.67
2021-2022,Alexander Radulov,DAL,R,71,818.8666667,3,11,8,3,14,56,68,4.41,9.81,145,114,104,56,3,11,28,14,14,0,0,13,22,30,41,66,43,10,11,47.62
2021-2022,Marc-Edouard Vlasic,S.J,D,75,1055.883333,3,11,5,6,14,51.85,61,4.92,2.45,143,97,36,10,2,8,18,9,9,0,0,6,29,14,54,86,30,0,0,-
2021-2022,Nicklas Backstrom,WSH,C,47,598.45,4,10,7,3,14,56,41,9.76,4.02,81,64,46,19,1,4,10,5,5,0,0,2,10,18,11,34,13,242,278,46.54
2021-2022,Nick Holden,OTT,D,76,1222.733333,5,9,6,3,14,32.56,68,7.35,3.22,156,107,46,7,2,9,12,6,6,0,0,3,39,13,103,135,75,0,0,-
2021-2022,Luke Schenn,VAN,D,66,991.3,2,12,7,5,14,33.33,72,2.78,1.79,155,93,24,1,0,6,61,20,13,7,0,9,39,5,256,103,67,0,0,-
2021-2022,Zack Kassian,EDM,R,58,656.5833333,3,11,8,3,14,46.67,53,5.66,5.83,95,77,61,36,5,5,51,17,13,3,1,10,22,13,154,47,6,3,4,42.86
